HCPCS_CODE,HCPCS_DESCRIPTION,YEAR,NUMBER_OF_SUPPLIER_BENEFICIARIES,NUMBER_OF_SUPPLIER_CLAIMS
E0326,"Urinal; female, jug-type, any material",2014,12.0,12.0
E0328,"Hospital bed, pediatric, manual, 360 degree side enclosures, top of headboard, footboard and side rails up to 24 inches above the spring, includes mattress",2013,0.0,11.0
E0328,"Hospital bed, pediatric, manual, 360 degree side enclosures, top of headboard, footboard and side rails up to 24 inches above the spring, includes mattress",2014,0.0,12.0
E0352,"Disposable pack (water reservoir bag, speculum, valving mechanism and collection bag/box) for use with the electronic bowel irrigation/evacuation system",2013,0.0,12.0
E0371,"Nonpowered advanced pressure reducing overlay for mattress, standard mattress length and width",2013,0.0,175.0
E0371,"Nonpowered advanced pressure reducing overlay for mattress, standard mattress length and width",2014,0.0,454.0
E0371,"Nonpowered advanced pressure reducing overlay for mattress, standard mattress length and width",2015,0.0,515.0
E0372,"Powered air overlay for mattress, standard mattress length and width",2013,0.0,144.0
E0372,"Powered air overlay for mattress, standard mattress length and width",2014,0.0,671.0
E0372,"Powered air overlay for mattress, standard mattress length and width",2015,0.0,777.0
E0373,Nonpowered advanced pressure reducing mattress,2013,0.0,53.0
E0373,Nonpowered advanced pressure reducing mattress,2014,0.0,77.0
E0373,Nonpowered advanced pressure reducing mattress,2015,0.0,384.0
E0424,"Stationary compressed gaseous oxygen system, rental; includes container, contents, regulator, flowmeter, humidifier, nebulizer, cannula or mask, and tubing",2013,13.0,908.0
E0424,"Stationary compressed gaseous oxygen system, rental; includes container, contents, regulator, flowmeter, humidifier, nebulizer, cannula or mask, and tubing",2014,11.0,1424.0
E0424,"Stationary compressed gaseous oxygen system, rental; includes container, contents, regulator, flowmeter, humidifier, nebulizer, cannula or mask, and tubing",2015,24.0,896.0
E0431,"Portable gaseous oxygen system, rental; includes portable container, regulator, flowmeter, humidifier, cannula or mask, and tubing",2013,216116.0,3355048.0
E0431,"Portable gaseous oxygen system, rental; includes portable container, regulator, flowmeter, humidifier, cannula or mask, and tubing",2014,196750.0,3090846.0
E0431,"Portable gaseous oxygen system, rental; includes portable container, regulator, flowmeter, humidifier, cannula or mask, and tubing",2015,195051.0,3061278.0
E0433,"Portable liquid oxygen system, rental; home liquefier used to fill portable liquid oxygen containers, includes portable containers, regulator, flowmeter, humidifier, cannula or mask and tubing, with or without supply reservoir and contents gauge",2013,0.0,95.0
E0433,"Portable liquid oxygen system, rental; home liquefier used to fill portable liquid oxygen containers, includes portable containers, regulator, flowmeter, humidifier, cannula or mask and tubing, with or without supply reservoir and contents gauge",2014,0.0,47.0
E0433,"Portable liquid oxygen system, rental; home liquefier used to fill portable liquid oxygen containers, includes portable containers, regulator, flowmeter, humidifier, cannula or mask and tubing, with or without supply reservoir and contents gauge",2015,0.0,24.0
E0434,"Portable liquid oxygen system, rental; includes portable container, supply reservoir, humidifier, flowmeter, refill adaptor, contents gauge, cannula or mask, and tubing",2013,3572.0,185123.0
E0434,"Portable liquid oxygen system, rental; includes portable container, supply reservoir, humidifier, flowmeter, refill adaptor, contents gauge, cannula or mask, and tubing",2014,2202.0,125637.0
E0434,"Portable liquid oxygen system, rental; includes portable container, supply reservoir, humidifier, flowmeter, refill adaptor, contents gauge, cannula or mask, and tubing",2015,1558.0,93117.0
E0439,"Stationary liquid oxygen system, rental; includes container, contents, regulator, flowmeter, humidifier, nebulizer, cannula or mask, & tubing",2013,1741.0,142981.0
E0439,"Stationary liquid oxygen system, rental; includes container, contents, regulator, flowmeter, humidifier, nebulizer, cannula or mask, & tubing",2014,1083.0,95453.0
E0439,"Stationary liquid oxygen system, rental; includes container, contents, regulator, flowmeter, humidifier, nebulizer, cannula or mask, & tubing",2015,725.0,68880.0
E0441,"Stationary oxygen contents, gaseous, 1 month's supply = 1 unit",2013,0.0,84.0
E0441,"Stationary oxygen contents, gaseous, 1 month's supply = 1 unit",2014,0.0,57.0
E0441,"Stationary oxygen contents, gaseous, 1 month's supply = 1 unit",2015,0.0,12.0
E0442,"Stationary oxygen contents, liquid, 1 month's supply = 1 unit",2013,769.0,156549.0
E0442,"Stationary oxygen contents, liquid, 1 month's supply = 1 unit",2014,702.0,133582.0
E0442,"Stationary oxygen contents, liquid, 1 month's supply = 1 unit",2015,369.0,104384.0
E0443,"Portable oxygen contents, gaseous, 1 month's supply = 1 unit",2013,13767.0,503958.0
E0443,"Portable oxygen contents, gaseous, 1 month's supply = 1 unit",2014,11680.0,422071.0
E0443,"Portable oxygen contents, gaseous, 1 month's supply = 1 unit",2015,7563.0,351022.0
E0444,"Portable oxygen contents, liquid, 1 month's supply = 1 unit",2013,971.0,158432.0
E0444,"Portable oxygen contents, liquid, 1 month's supply = 1 unit",2014,798.0,127237.0
E0444,"Portable oxygen contents, liquid, 1 month's supply = 1 unit",2015,319.0,97731.0
E0450,"Volume control ventilator, without pressure support mode, may include pressure control mode, used with invasive interface (e. G. , tracheostomy tube)",2013,29.0,11247.0
E0450,"Volume control ventilator, without pressure support mode, may include pressure control mode, used with invasive interface (e.g., tracheostomy tube)",2014,60.0,9035.0
E0450,"Volume control ventilator, without pressure support mode, may include pressure control mode, used with invasive interface (e.g., tracheostomy tube)",2015,74.0,8147.0
E0460,Negative pressure ventilator;  portable or stationary,2013,0.0,178.0
E0460,Negative pressure ventilator;  portable or stationary,2014,0.0,108.0
E0460,Negative pressure ventilator;  portable or stationary,2015,0.0,106.0
E0461,"Volume control ventilator, without pressure support mode, may include pressure control mode,  used with non-invasive interface (e. G. Mask)",2013,93.0,1758.0
E0461,"Volume control ventilator, without pressure support mode, may include pressure control mode,  used with non-invasive interface (e.g. mask)",2014,114.0,1814.0
E0461,"Volume control ventilator, without pressure support mode, may include pressure control mode,  used with non-invasive interface (e.g. mask)",2015,128.0,1859.0
E0463,"Pressure support ventilator with volume control mode, may include pressure control mode, used with invasive interface (e. G. Tracheostomy tube)",2013,100.0,24359.0
E0463,"Pressure support ventilator with volume control mode, may include pressure control mode, used with invasive interface (e.g. tracheostomy tube)",2014,163.0,26252.0
E0463,"Pressure support ventilator with volume control mode, may include pressure control mode, used with invasive interface (e.g. tracheostomy tube)",2015,79.0,27458.0
E0464,"Pressure support ventilator with volume control mode, may include pressure control mode, used with non-invasive interface (e. G. Mask)",2013,2521.0,37732.0
E0464,"Pressure support ventilator with volume control mode, may include pressure control mode, used with non-invasive interface (e.g. mask)",2014,4929.0,90823.0
E0464,"Pressure support ventilator with volume control mode, may include pressure control mode, used with non-invasive interface (e.g. mask)",2015,7573.0,173677.0
E0470,"Respiratory assist device, bi-level pressure capability, without backup rate feature, used with noninvasive interface, e. G. , nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",2013,45690.0,424089.0
E0470,"Respiratory assist device, bi-level pressure capability, without backup rate feature, used with noninvasive interface, e.g., nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",2014,47079.0,419223.0
E0470,"Respiratory assist device, bi-level pressure capability, without backup rate feature, used with noninvasive interface, e.g., nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",2015,51727.0,456695.0
E0471,"Respiratory assist device, bi-level pressure capability, with back-up rate feature, used with noninvasive interface, e. G. , nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",2013,9715.0,123312.0
E0471,"Respiratory assist device, bi-level pressure capability, with back-up rate feature, used with noninvasive interface, e.g., nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",2014,10664.0,130483.0
E0471,"Respiratory assist device, bi-level pressure capability, with back-up rate feature, used with noninvasive interface, e.g., nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",2015,11079.0,144333.0
E0472,"Respiratory assist device, bi-level pressure capability, with backup rate feature, used with invasive interface, e. G. , tracheostomy tube (intermittent assist device with continuous positive airway pressure device)",2013,0.0,133.0
E0472,"Respiratory assist device, bi-level pressure capability, with backup rate feature, used with invasive interface, e.g., tracheostomy tube (intermittent assist device with continuous positive airway pressure device)",2014,0.0,53.0
E0472,"Respiratory assist device, bi-level pressure capability, with backup rate feature, used with invasive interface, e.g., tracheostomy tube (intermittent assist device with continuous positive airway pressure device)",2015,0.0,46.0
E0480,"Percussor, electric or pneumatic, home model",2013,0.0,205.0
E0480,"Percussor, electric or pneumatic, home model",2014,0.0,211.0
E0480,"Percussor, electric or pneumatic, home model",2015,12.0,105.0
E0482,"Cough stimulating device, alternating positive and negative airway pressure",2013,1053.0,8151.0
E0482,"Cough stimulating device, alternating positive and negative airway pressure",2014,1114.0,9095.0
E0482,"Cough stimulating device, alternating positive and negative airway pressure",2015,1255.0,10485.0
E0483,"High frequency chest wall oscillation air-pulse generator system, (includes hoses and vest), each",2013,265.0,14097.0
E0483,"High frequency chest wall oscillation air-pulse generator system, (includes hoses and vest), each",2014,286.0,15849.0
E0483,"High frequency chest wall oscillation air-pulse generator system, (includes hoses and vest), each",2015,381.0,19894.0
E0484,"Oscillatory positive expiratory pressure device, non-electric, any type, each",2013,758.0,775.0
E0484,"Oscillatory positive expiratory pressure device, non-electric, any type, each",2014,546.0,585.0
E0484,"Oscillatory positive expiratory pressure device, non-electric, any type, each",2015,886.0,903.0
E0486,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or non-adjustable, custom fabricated, includes fitting and adjustment",2013,2229.0,2236.0
E0486,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or non-adjustable, custom fabricated, includes fitting and adjustment",2014,2333.0,2340.0
E0486,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or non-adjustable, custom fabricated, includes fitting and adjustment",2015,2529.0,2534.0
E0500,"Ippb machine,  all types, with built-in nebulization; manual or automatic valves; internal or external power source",2013,92.0,2384.0
E0500,"Ippb machine,  all types, with built-in nebulization; manual or automatic valves; internal or external power source",2014,81.0,2022.0
E0500,"Ippb machine,  all types, with built-in nebulization; manual or automatic valves; internal or external power source",2015,72.0,1557.0
E0550,"Humidifier, durable for extensive supplemental humidification during ippb treatments or oxygen delivery",2013,0.0,507.0
E0550,"Humidifier, durable for extensive supplemental humidification during ippb treatments or oxygen delivery",2014,0.0,382.0
E0550,"Humidifier, durable for extensive supplemental humidification during ippb treatments or oxygen delivery",2015,0.0,451.0
E0560,"Humidifier, durable for supplemental humidification during ippb treatment or oxygen delivery",2013,11.0,65.0
E0560,"Humidifier, durable for supplemental humidification during ippb treatment or oxygen delivery",2014,0.0,33.0
E0560,"Humidifier, durable for supplemental humidification during ippb treatment or oxygen delivery",2015,0.0,49.0
E0561,"Humidifier, non-heated, used with positive airway pressure device",2013,0.0,199.0
E0561,"Humidifier, non-heated, used with positive airway pressure device",2014,11.0,169.0
E0561,"Humidifier, non-heated, used with positive airway pressure device",2015,0.0,77.0
E0562,"Humidifier, heated, used with positive airway pressure device",2013,235050.0,673916.0
E0562,"Humidifier, heated, used with positive airway pressure device",2014,239895.0,642052.0
E0562,"Humidifier, heated, used with positive airway pressure device",2015,277223.0,853737.0
